Gene ID	source_id	Computed GO Component IDs	Computed GO Function IDs	Computed GO Process IDs	Curated GO Component IDs	Curated GO Function IDs	Curated GO Process IDs
PF3D7_1026100	PF3D7_1026100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1026200	PF3D7_1026200.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1026300	PF3D7_1026300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1026400	PF3D7_1026400.1	N/A	GO:0010997;GO:0005515;GO:0097027	GO:0051301;GO:1904668	GO:0005680;GO:0005634	GO:0010997;GO:1990757	GO:0031145;GO:1905786
PF3D7_1026500	PF3D7_1026500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1026600	PF3D7_1026600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1026800	PF3D7_1026800.1	GO:0005840;GO:0015935	GO:0003735	GO:0006412	GO:0022627;GO:0005634	GO:0003723;GO:0003735	GO:0002181;GO:0000028;GO:0006412
PF3D7_1026900	PF3D7_1026900.1	N/A	GO:0003989;GO:0004077	GO:0006464	GO:0005737;GO:0005829	GO:0004077	GO:0042966;GO:0009305
PF3D7_1027000	PF3D7_1027000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1027100	PF3D7_1027100.1	GO:0034457;GO:0005634;GO:0005732	N/A	GO:0006364	GO:0034457;GO:0032040	N/A	N/A
PF3D7_1027200	PF3D7_1027200.1	GO:0005840	GO:0008168	GO:0032259;GO:0006412	GO:0005739	N/A	GO:0032543
PF3D7_1027300	PF3D7_1027300.1	N/A	GO:0016209;GO:0016491	GO:0055114	GO:0005737;GO:0005634	GO:0008379	GO:0045454;GO:0034599;GO:0044409
PF3D7_1027400	PF3D7_1027400.1	N/A	GO:0003899;GO:0003676	GO:0006351	GO:0000932;GO:0005665;GO:0005634	GO:0003968;GO:0003697;GO:0003727;GO:0031369	GO:0000291;GO:0060213;GO:0045948;GO:0006367
PF3D7_1027500	PF3D7_1027500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1027600	PF3D7_1027600.1	GO:0005694	GO:0005524;GO:0003677;GO:0003824;GO:0016889;GO:0016853;GO:0046872	GO:0000737;GO:0006259	GO:0000228	GO:0003677;GO:0016889	GO:0042138;GO:0000706;GO:0007131
PF3D7_1027700	PF3D7_1027700.1	N/A	GO:0005509	N/A	GO:0005813;GO:0005815;GO:0031965;GO:0005634	GO:0005509;GO:0008017	N/A
PF3D7_1027700	PF3D7_1027700.2	N/A	GO:0005509	N/A	GO:0005815	GO:0005509;GO:0008017	N/A
PF3D7_1027800	PF3D7_1027800.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005622;GO:0005634	GO:0003723;GO:0003735	GO:0000027;GO:0006412
PF3D7_1027900	PF3D7_1027900.1	GO:0016021	GO:0016409	N/A	GO:0005794;GO:0044312;GO:0005783	GO:0016409;GO:0019706	GO:0018230;GO:0018345;GO:0006612
PF3D7_1028000	PF3D7_1028000.1	N/A	GO:0008168;GO:0004808;GO:0016300	GO:0030488;GO:0002098	GO:0005737;GO:0005634	GO:0016706;GO:0016300;GO:0000049	GO:0002098
PF3D7_1028100	PF3D7_1028100.1	N/A	GO:0016491	GO:0055114	GO:0031304;GO:0005739	GO:0016491;GO:0004729	GO:0006783;GO:0019353
PF3D7_1028200	PF3D7_1028200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1028300	PF3D7_1028300.1	N/A	N/A	N/A	GO:0034399;GO:0005730;GO:0005634;GO:0030687	N/A	GO:0006364;GO:0042273;GO:0042254
PF3D7_1028400	PF3D7_1028400.1	N/A	GO:0019843	GO:0000470;GO:0000027	GO:0005730;GO:0005634	GO:0019843	GO:0000463;GO:0000027
PF3D7_1028500	PF3D7_1028500.1	N/A	GO:0003676	N/A	GO:0005634	N/A	N/A
PF3D7_1028600	PF3D7_1028600.1	N/A	N/A	N/A	GO:0009986	N/A	N/A
PF3D7_1028700	PF3D7_1028700.1	N/A	N/A	N/A	GO:0009986;GO:0020009	GO:0046789	GO:0044409;GO:0035891
PF3D7_1028800	PF3D7_1028800.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1028900	PF3D7_1028900.1	N/A	N/A	N/A	GO:0009986;GO:0070258	N/A	N/A
PF3D7_1029000	PF3D7_1029000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1029100	PF3D7_1029100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1029100	PF3D7_1029100.2	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1029200	PF3D7_1029200.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1029300	PF3D7_1029300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1029400	PF3D7_1029400.1	GO:0016021;GO:0016020	N/A	N/A	GO:0005794;GO:0005783;GO:0005886	GO:0005515	N/A
PF3D7_1029500	PF3D7_1029500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1029600	PF3D7_1029600.1	N/A	GO:0019239	GO:0009168	GO:0020036;GO:0005829;GO:0009897	GO:0004000	GO:0006154;GO:0043103;GO:0046103;GO:0060169;GO:0042493;GO:0009410
PF3D7_1029700	PF3D7_1029700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1029800	PF3D7_1029800.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1029900	PF3D7_1029900.1	GO:0005664	GO:0003677	GO:0006260	N/A	N/A	N/A
PF3D7_1030000	PF3D7_1030000.1	GO:0005634	GO:0003746;GO:0008270	GO:0032786;GO:0006355	GO:0032044;GO:0005634	GO:0003700;GO:0000993;GO:0003682;GO:0005515;GO:0000182	GO:0006325;GO:0006397;GO:0000398;GO:0034243;GO:0006355;GO:0006351
PF3D7_1030100	PF3D7_1030100.1	N/A	GO:0005524;GO:0004386;GO:0003676	N/A	GO:0071013	GO:0003723;GO:0003724	GO:0008380;GO:0000390
PF3D7_1030200	PF3D7_1030200.1	N/A	N/A	N/A	GO:0045177;GO:0020009	N/A	GO:0044409
PF3D7_1030300	PF3D7_1030300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1030400	PF3D7_1030400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1030500	PF3D7_1030500.1	N/A	N/A	N/A	GO:0005829;GO:0005634;GO:0005838;GO:0008541	GO:0004175;GO:0005198	GO:0043248;GO:0006511
PF3D7_1030600	PF3D7_1030600.1	GO:0000408;GO:0005634	GO:0061711;GO:0046872	GO:0002949	GO:0000408;GO:0005737	GO:0005515	N/A
PF3D7_1030700	PF3D7_1030700.1	N/A	GO:0003723;GO:0008173;GO:0009020	GO:0006396	N/A	N/A	N/A
PF3D7_1030800	PF3D7_1030800.1	N/A	GO:0005509	N/A	N/A	GO:0005509	N/A
PF3D7_1030900	PF3D7_1030900.1	GO:0009986;GO:0016020	N/A	N/A	N/A	N/A	N/A
PF3D7_1031000	PF3D7_1031000.1	GO:0009986;GO:0016020	N/A	N/A	GO:0046658;GO:0005886	N/A	N/A
PF3D7_1031100	PF3D7_1031100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1031200	PF3D7_1031200.1	N/A	N/A	N/A	GO:0045178;GO:0070258	N/A	N/A
PF3D7_1031300	PF3D7_1031300.1	GO:0005634	GO:0004519	GO:0006281	GO:0005634	N/A	N/A
PF3D7_1031400	PF3D7_1031400.1	N/A	N/A	N/A	GO:0020011;GO:0005829;GO:0031982	GO:0008233;GO:0004843	GO:1903060;GO:0016579
PF3D7_1031400	PF3D7_1031400.2	N/A	N/A	N/A	N/A	GO:0004843	GO:0016579
PF3D7_1031500	PF3D7_1031500.1	N/A	GO:0005524;GO:0004386;GO:0003676	N/A	GO:0005737;GO:0005634	GO:0016887;GO:0003678	GO:0000398
PF3D7_1031600	PF3D7_1031600.1	GO:0005682	N/A	N/A	GO:0005682;GO:0005737;GO:0005634	GO:0005515;GO:0019888	N/A
PF3D7_1031700	PF3D7_1031700.1	N/A	GO:0004865	GO:0032515	GO:0005634	GO:0005515;GO:0008157;GO:0004864;GO:0004865	GO:0032515;GO:0035308;GO:0006470
PF3D7_1031800	PF3D7_1031800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1031900	PF3D7_1031900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1032000	PF3D7_1032000.1	GO:0016021	N/A	GO:0006364	GO:0020011	N/A	N/A
PF3D7_1032100	PF3D7_1032100.1	N/A	GO:0008047	GO:0000290;GO:0043085	GO:0000932;GO:0005634	GO:0030234;GO:0003729	GO:0000290;GO:0031087
PF3D7_1032200	PF3D7_1032200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1032300	PF3D7_1032300.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1032400	PF3D7_1032400.1	N/A	GO:0016757	GO:0006506	GO:0005783	GO:0003824;GO:0017176	GO:0006506
PF3D7_1032500	PF3D7_1032500.1	N/A	N/A	N/A	GO:0000839;GO:0030176	GO:0051787;GO:1990381	GO:0030968;GO:0030433
PF3D7_1032600	PF3D7_1032600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1032700	PF3D7_1032700.1	N/A	N/A	N/A	GO:0005737;GO:0005634;GO:0005667;GO:0031982	N/A	N/A
PF3D7_1032800	PF3D7_1032800.1	N/A	GO:0005515	N/A	GO:0000164	GO:0005515;GO:0004865	N/A
PF3D7_1032900	PF3D7_1032900.1	GO:0016021	N/A	GO:0006366	N/A	N/A	GO:0006366
PF3D7_1033000	PF3D7_1033000.1	N/A	N/A	N/A	GO:0005739	GO:0003723	N/A
PF3D7_1033100	PF3D7_1033100.1	N/A	GO:0004014;GO:0003824	GO:0006557;GO:0006596;GO:0008295;GO:0006597	GO:0005737	GO:0004014;GO:0004586	GO:0006596;GO:0033387;GO:0009445
PF3D7_1033200	PF3D7_1033200.1	N/A	N/A	N/A	GO:0020036;GO:0005634;GO:0020005	N/A	N/A
PF3D7_1033300	PF3D7_1033300.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1033400	PF3D7_1033400.1	N/A	GO:0016787;GO:0046872	N/A	GO:0005737	GO:0050308	GO:0016311;GO:0010323
PF3D7_1033500	PF3D7_1033500.1	N/A	GO:0005515	N/A	GO:0005634;GO:0035861	N/A	GO:1903775;GO:2001173
PF3D7_1033600	PF3D7_1033600.1	GO:0005681	N/A	GO:0008380;GO:0006397	GO:0000974;GO:0071006;GO:0005634	GO:0003677;GO:0005515	GO:0000398;GO:0006355
PF3D7_1033700	PF3D7_1033700.1	N/A	GO:0005515	N/A	GO:0000781;GO:0005634	GO:0003682;GO:0042393;GO:0005515	GO:0044409;GO:0006355
PF3D7_1033800	PF3D7_1033800.1	N/A	GO:0004190	GO:0006508	N/A	GO:0004190	GO:0006508
PF3D7_1033900	PF3D7_1033900.1	N/A	GO:0005524;GO:0016746	N/A	GO:0020036;GO:0005634	GO:0061631;GO:0004842	GO:0000209;GO:0006511
PF3D7_1034000	PF3D7_1034000.1	N/A	N/A	GO:0006904;GO:0016192	GO:0000139;GO:0005829	GO:0019905	GO:0006888;GO:0006886;GO:0016192
PF3D7_1034100	PF3D7_1034100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1034200	PF3D7_1034200.1	GO:0005840	GO:0003735	GO:0006412	GO:0020011;GO:0005762;GO:0005739;GO:0000311	GO:0003735	GO:0006412
PF3D7_1034300	PF3D7_1034300.1	N/A	N/A	N/A	GO:0005875	N/A	N/A
PF3D7_1034400	PF3D7_1034400.1	N/A	GO:0050660;GO:0016491;GO:0016627	GO:0022900;GO:0055114;GO:0006099	GO:0005749;GO:0005739	GO:0009055;GO:0050660;GO:0016491;GO:0008177;GO:0000104	GO:0006121;GO:0006099
PF3D7_1034500	PF3D7_1034500.1	GO:0016021	N/A	GO:0006470	GO:0008287	GO:0019888	N/A
PF3D7_1034600	PF3D7_1034600.1	N/A	GO:0003743	GO:0006413	GO:0020011	N/A	N/A
PF3D7_1034700	PF3D7_1034700.1	N/A	GO:0005525	N/A	GO:0005794;GO:0005737	GO:0005525	GO:0006886;GO:0016192
PF3D7_1034800	PF3D7_1034800.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1034900	PF3D7_1034900.1	N/A	GO:0005524;GO:0004812;GO:0004825;GO:0000166	GO:0006431;GO:0006418	GO:0005737;GO:0005634	GO:0005524;GO:0004825	GO:0006431
PF3D7_1035000	PF3D7_1035000.1	N/A	GO:0003723;GO:0009982;GO:0106029	GO:0009451;GO:0001522;GO:0008033	GO:0005634	GO:0009982	GO:1990481;GO:0001522;GO:0031120
PF3D7_1035100	PF3D7_1035100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1035200	PF3D7_1035200.1	GO:0020003;GO:0005773	N/A	N/A	GO:0020003	N/A	N/A
PF3D7_1035300	PF3D7_1035300.1	N/A	N/A	N/A	GO:0009986;GO:1903561;GO:0020003	GO:0005515	N/A
PF3D7_1035400	PF3D7_1035400.1	N/A	N/A	N/A	GO:0009986;GO:0005886	GO:0020037;GO:0005515;GO:0044877	GO:0044409
PF3D7_1035500	PF3D7_1035500.1	N/A	N/A	N/A	GO:0009986	GO:0046812;GO:0005515;GO:0044877	GO:0044409
PF3D7_1035600	PF3D7_1035600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1035700	PF3D7_1035700.1	GO:0016021	GO:0046789	GO:0009405	GO:0009986;GO:1903561	GO:0001791;GO:0046812;GO:0005515	GO:0044409
PF3D7_1035800	PF3D7_1035800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1035900	PF3D7_1035900.1	N/A	GO:0003723	N/A	GO:0045177;GO:0009986	N/A	GO:0044409
PF3D7_1036000	PF3D7_1036000.1	N/A	N/A	N/A	GO:0009986;GO:0019898	N/A	N/A
PF3D7_1036300	PF3D7_1036300.1	GO:0016021	GO:0046789;GO:0046872	GO:0009405	GO:0009986	GO:0001791;GO:0046812;GO:0005515	GO:0042493;GO:0009410
PF3D7_1036400	PF3D7_1036400.1	GO:0016021	GO:0051015	GO:0051017	N/A	N/A	GO:0009410
PF3D7_1036500	PF3D7_1036500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1036600	PF3D7_1036600.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1036700	PF3D7_1036700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1036800	PF3D7_1036800.1	GO:0016021;GO:0016020	GO:0008521	N/A	GO:0005783;GO:0016020	GO:0015295	GO:0009410
PF3D7_1036900	PF3D7_1036900.1	N/A	N/A	N/A	GO:0036396;GO:0005634	GO:0003729	N/A
PF3D7_1037000	PF3D7_1037000.1	GO:0016035	GO:0003677;GO:0003887;GO:0003676;GO:0000166	GO:0006281;GO:0090305;GO:0019985	GO:0005634;GO:0016035	GO:0003887	GO:0000724;GO:0042276
PF3D7_1037100	PF3D7_1037100.1	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	GO:0006096	GO:0020011;GO:0005737;GO:0005829	GO:0004743	GO:0006096
PF3D7_1037200	PF3D7_1037200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1037300	PF3D7_1037300.1	GO:0016021;GO:0005743	GO:0005347;GO:0005471	GO:0140021;GO:1990544;GO:0055085	GO:0009986;GO:0020020;GO:0005743;GO:0005739	GO:0005471;GO:0003723	N/A
PF3D7_1037400	PF3D7_1037400.1	N/A	N/A	N/A	N/A	GO:0061630	GO:0006513;GO:0000209
PF3D7_1037500	PF3D7_1037500.1	N/A	GO:0005525;GO:0003924	N/A	GO:0005794;GO:0020011;GO:0005737;GO:0005783;GO:0016020	GO:0003924;GO:0008017	GO:0000266;GO:0048285
PF3D7_1037600	PF3D7_1037600.1	N/A	GO:0005524;GO:0003677;GO:0003678;GO:0016787	GO:0006289;GO:0006367	GO:0000112;GO:0005675;GO:0097550	GO:0043138;GO:0016887;GO:0003677;GO:0003678;GO:0003684;GO:0004386;GO:0008134	GO:0000717;GO:0033683;GO:0009411;GO:0006366;GO:0006367
PF3D7_1037700	PF3D7_1037700.1	N/A	N/A	GO:0007049	GO:0005634	GO:0003729	N/A
PF3D7_1037800	PF3D7_1037800.1	N/A	GO:0005515	N/A	GO:0005858	GO:0045504;GO:0045503	GO:0003341;GO:0007018
PF3D7_1037900	PF3D7_1037900.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1038000	PF3D7_1038000.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1038000	PF3D7_1038000.2	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1038100	PF3D7_1038100.1	N/A	GO:0005092	GO:0007264	GO:0005968;GO:0005737;GO:0005829;GO:0005634	N/A	GO:0018344;GO:0016192
PF3D7_1038200	PF3D7_1038200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1038300	PF3D7_1038300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1038400	PF3D7_1038400.1	GO:0016021	N/A	N/A	GO:0030430	N/A	GO:0007276
PF3D7_1038500	PF3D7_1038500.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1038600	PF3D7_1038600.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1038700	PF3D7_1038700.1	GO:0016021	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1038800	PF3D7_1038800.1	N/A	N/A	N/A	GO:0030430	GO:0005515	N/A
PF3D7_1038900	PF3D7_1038900.1	N/A	N/A	N/A	GO:0016020;GO:0005739	GO:0016787;GO:0016788;GO:0016298	N/A
PF3D7_1039000	PF3D7_1039000.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0020036;GO:0005737;GO:0030430;GO:0005634	GO:0004674	GO:0035556;GO:0044003;GO:0006468
PF3D7_1039100	PF3D7_1039100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1039200	PF3D7_1039200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1039400	PF3D7_1039400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1039600	PF3D7_1039600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1039700	PF3D7_1039700.1	N/A	N/A	N/A	GO:0020036;GO:0016021;GO:0016020	N/A	GO:0042000
PF3D7_1039800	PF3D7_1039800.1	N/A	N/A	N/A	GO:0020036;GO:0030430	N/A	N/A
PF3D7_1039900	PF3D7_1039900.1	N/A	N/A	N/A	GO:0020036	N/A	N/A
PF3D7_1040000	PF3D7_1040000.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1040100	PF3D7_1040100.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1040200	PF3D7_1040200.1	N/A	N/A	N/A	GO:0020036;GO:0033644	N/A	GO:0020013
PF3D7_1040300	PF3D7_1040300.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1040400	PF3D7_1040400.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1040500	PF3D7_1040500.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1040600	PF3D7_1040600.1	GO:0016021	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1040700	PF3D7_1040700.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1040800	PF3D7_1040800.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1040900	PF3D7_1040900.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1041000	PF3D7_1041000.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	GO:0005515	GO:0020033;GO:0020035;GO:0020013
PF3D7_1041100	PF3D7_1041100.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1041200	PF3D7_1041200.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	GO:0005515	GO:0020033;GO:0020035;GO:0020013
PF3D7_1041300	PF3D7_1041300.1	GO:0016021	GO:0046789	GO:0009405	GO:0020002;GO:0020030	GO:0050839;GO:0046789	GO:0020033;GO:0098609;GO:0020035;GO:0020013
PF3D7_1100100	PF3D7_1100100.1	GO:0016021	GO:0046789	GO:0009405	GO:0020002;GO:0020030	GO:0050839;GO:0046789	GO:0020033;GO:0098609;GO:0020035;GO:0020013
PF3D7_1100200	PF3D7_1100200.1	GO:0016021	GO:0046789	GO:0009405	GO:0020002;GO:0020030	GO:0050839;GO:0046789	GO:0020033;GO:0098609;GO:0020035;GO:0020013
PF3D7_1100300	PF3D7_1100300.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1100400	PF3D7_1100400.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1100500	PF3D7_1100500.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1100600	PF3D7_1100600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1100700	PF3D7_1100700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1100800	PF3D7_1100800.1	N/A	N/A	N/A	GO:0020036;GO:0016021;GO:0016020	N/A	GO:0042000
PF3D7_1100900	PF3D7_1100900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1101000	PF3D7_1101000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1101100	PF3D7_1101100.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	GO:0046789	GO:0020033;GO:0020035;GO:0020013
PF3D7_1101200	PF3D7_1101200.1	N/A	N/A	N/A	GO:0020002	N/A	GO:0020033
PF3D7_1101300	PF3D7_1101300.1	N/A	N/A	N/A	GO:0020036;GO:0020002;GO:0020003	N/A	GO:0020033;GO:0020035;GO:0020013
PF3D7_1101400	PF3D7_1101400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1101500	PF3D7_1101500.1	N/A	N/A	N/A	GO:0020036	N/A	N/A
PF3D7_1101600	PF3D7_1101600.1	N/A	N/A	N/A	GO:0020036;GO:0030430	N/A	N/A
PF3D7_1101700	PF3D7_1101700.1	N/A	N/A	N/A	GO:0020036;GO:0016021;GO:0016020	N/A	GO:0042000
PF3D7_1101800	PF3D7_1101800.1	N/A	N/A	N/A	GO:0020036	N/A	N/A
PF3D7_1101900	PF3D7_1101900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1102100	PF3D7_1102100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1102200	PF3D7_1102200.1	N/A	N/A	N/A	GO:0043657;GO:0044164	GO:0005515	N/A
PF3D7_1102300	PF3D7_1102300.1	GO:0016021	N/A	N/A	GO:0044538	N/A	N/A
PF3D7_1102400	PF3D7_1102400.1	N/A	N/A	N/A	GO:0005737;GO:0005634	GO:0004632	GO:0015937
PF3D7_1102500	PF3D7_1102500.1	N/A	N/A	N/A	GO:0033644;GO:0044538	GO:0005515	N/A
PF3D7_1102600	PF3D7_1102600.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1102700	PF3D7_1102700.1	N/A	N/A	N/A	GO:0020005	N/A	N/A
PF3D7_1102800	PF3D7_1102800.1	N/A	N/A	N/A	GO:0020005	N/A	N/A
PF3D7_1102900	PF3D7_1102900.1	N/A	N/A	N/A	GO:0043657	N/A	N/A
PF3D7_1103000	PF3D7_1103000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1103100	PF3D7_1103100.1	GO:0005840	GO:0003735	GO:0006414	GO:0022625;GO:0015934;GO:0005634	GO:0030295;GO:0043021;GO:0003735	GO:0002181;GO:0006412
PF3D7_1103200	PF3D7_1103200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1103300	PF3D7_1103300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1103400	PF3D7_1103400.1	N/A	N/A	GO:0016226	GO:0020011;GO:1990229	GO:0005515	N/A
PF3D7_1103500	PF3D7_1103500.1	N/A	N/A	N/A	GO:0044312	N/A	N/A
PF3D7_1103600	PF3D7_1103600.1	N/A	N/A	N/A	GO:0035267;GO:0016514;GO:0005634	GO:0003682	GO:0043044;GO:0043967;GO:0006357
PF3D7_1103700	PF3D7_1103700.1	GO:0005956	GO:0019887	N/A	GO:0005737;GO:0005634;GO:0005956	GO:0019887;GO:0004674	GO:0006468
PF3D7_1103800	PF3D7_1103800.1	GO:0030015;GO:0016021	N/A	GO:0006417	GO:0030014;GO:0030015;GO:0000932;GO:0005829;GO:0005634	GO:0003729;GO:0060090	GO:0017148;GO:0000288
PF3D7_1103900	PF3D7_1103900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1104000	PF3D7_1104000.1	GO:0005737	GO:0005524;GO:0003723;GO:0000287;GO:0000166;GO:0004826	GO:0006432	GO:0005622;GO:0005634;GO:0009328	GO:0004826	GO:0006432
PF3D7_1104100	PF3D7_1104100.1	GO:0016020	N/A	GO:0016192	GO:0031201;GO:0012505;GO:0020020;GO:0016021;GO:0005886	GO:0005484;GO:0000149	GO:0006886;GO:0048278;GO:0006906
PF3D7_1104200	PF3D7_1104200.1	N/A	GO:0005524	N/A	GO:0005634	GO:0005524;GO:0008094;GO:0003677;GO:0004386	GO:0006338;GO:0016584;GO:0006355
PF3D7_1104300	PF3D7_1104300.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1104400	PF3D7_1104400.1	N/A	N/A	N/A	GO:0009986;GO:0005634;GO:0020003	GO:0046812	GO:0044409
PF3D7_1104500	PF3D7_1104500.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1104600	PF3D7_1104600.1	GO:0001534	N/A	GO:0060271;GO:0060294	GO:0005930	N/A	GO:0035082;GO:0003341
PF3D7_1104700	PF3D7_1104700.1	N/A	GO:0003899	GO:0006351	GO:0005666	N/A	GO:0006384
PF3D7_1104700	PF3D7_1104700.2	N/A	GO:0003899	GO:0006351	GO:0005666	N/A	GO:0006384
PF3D7_1104800	PF3D7_1104800.1	GO:0016021	GO:0022857	GO:0055085	N/A	N/A	N/A
PF3D7_1104900	PF3D7_1104900.1	N/A	GO:0005524;GO:0004683;GO:0004672	GO:0006468	GO:0005737;GO:0005634	GO:0009931;GO:0005516	GO:0035556;GO:0018105;GO:0046777
PF3D7_1105000	PF3D7_1105000.1	GO:0000786;GO:0005634	GO:0003677;GO:0046982	GO:0006352	GO:1903561;GO:0000786;GO:0005634	GO:0003677;GO:0003723	GO:0051276;GO:0006334
PF3D7_1105100	PF3D7_1105100.1	GO:0000786;GO:0005634	GO:0003677;GO:0046982	N/A	GO:0000786;GO:0005634	GO:0003677;GO:0003723	GO:0051276;GO:0006334
PF3D7_1105200	PF3D7_1105200.1	N/A	GO:0005515	N/A	GO:1990811;GO:0005815;GO:0072686	N/A	GO:0000070;GO:1902440
PF3D7_1105300	PF3D7_1105300.1	N/A	N/A	N/A	N/A	N/A	N/A
